1000 4000
587 88 197
587 102 84
587 531 39
587 629 218
588 955 45
589 1 115
589 20 255
589 597 36
589 683 209
590 480 8
591 28 261
591 403 264
591 562 276
591 848 235
591 897 113
591 949 235
592 135 126
592 311 257
592 536 20
592 921 240
593 373 271
593 477 92
593 725 131
593 799 162
593 851 284
593 990 91
594 130 246
594 146 290
594 950 143
594 993 267
595 16 215
595 720 73
595 826 45
596 21 48
596 527 7
596 659 9
596 728 251
596 737 61
596 839 183
596 884 276
597 189 263
597 322 95
597 376 254
597 554 132
598 117 290
598 309 193
598 458 261
598 604 133
599 137 67
599 474 295
599 608 247
599 643 255
599 788 61
599 837 292
600 249 19
600 510 3
601 77 115
601 316 294
602 350 91
602 369 282
602 832 105
603 125 122
603 190 286
603 688 298
604 163 79
604 476 290
604 489 131
604 623 25
604 677 106
604 684 258
604 902 153
605 511 183
605 887 157
605 946 289
606 58 287
606 187 135
606 221 275
606 345 243
606 391 293
606 411 97
606 666 135
606 852 286
606 989 84
607 278 158
608 60 221
608 252 247
609 19 27
609 924 54
609 989 2
610 177 171
610 450 182
610 642 295
610 828 256
610 859 25
611 167 282
611 292 191
611 712 209
611 842 24
611 941 189
611 990 38
612 672 126
612 682 83
612 696 76
613 253 211
613 600 152
613 696 89
614 428 13
614 686 205
615 195 243
615 348 98
615 609 264
615 709 72
615 904 199
616 175 204
616 218 244
616 288 282
616 524 129
616 750 89
616 935 51
617 15 126
617 211 229
617 229 24
617 233 271
617 968 165
618 720 37
618 800 229
618 872 194
619 169 147
619 343 248
619 413 280
619 667 263
620 56 133
620 116 247
620 296 224
620 545 29
620 670 49
621 193 38
621 483 127
621 596 4
621 692 93
621 842 65
622 538 292
622 545 140
622 747 207
622 925 102
623 84 154
623 353 36
623 632 143
623 852 25
623 899 14
624 115 173
624 204 156
624 537 248
625 219 184
625 273 47
625 627 229
626 157 37
626 364 185
626 663 291
626 812 175
627 5 46
627 425 100
627 831 141
628 265 86
628 667 298
628 809 286
628 979 247
629 48 53
629 84 209
629 224 148
629 560 121
629 699 233
629 754 101
629 851 88
629 916 174
630 94 200
630 406 231
630 560 87
631 61 219
631 324 7
631 640 234
632 582 182
632 789 46
633 290 21
633 367 37
633 437 34
633 505 178
633 509 257
634 327 125
634 415 262
634 784 126
634 893 153
634 999 57
635 263 130
635 517 245
635 621 177
635 643 88
635 860 71
636 210 117
636 355 167
636 458 167
636 677 295
636 714 264
637 212 85
637 534 156
637 694 102
637 909 250
637 969 84
638 631 65
638 771 193
638 815 2
638 944 166
639 46 62
639 455 261
639 658 204
640 52 236
640 131 70
640 703 166
641 231 87
641 258 147
641 296 162
641 304 296
641 335 98
641 732 137
641 998 158
642 569 0
642 620 186
643 90 147
643 465 272
643 500 50
643 534 77
643 700 122
643 907 70
644 237 182
644 383 6
644 662 57
644 826 236
645 449 71
646 324 241
646 362 86
646 443 114
646 490 268
646 718 138
646 889 178
647 149 31
647 221 37
647 299 89
647 426 243
647 458 2
647 618 113
648 446 105
648 483 107
648 523 51
648 804 234
649 15 141
649 339 13
649 595 22
649 930 28
650 8 119
650 88 66
650 570 80
650 688 239
650 703 228
651 21 299
651 87 275
651 219 290
651 258 13
651 275 228
651 410 277
651 760 198
651 880 244
651 884 37
651 986 44
652 175 250
652 399 150
652 471 80
652 753 33
653 439 26
653 594 27
653 674 120
653 701 41
653 936 295
653 953 229
654 67 230
654 497 139
654 540 97
654 729 134
654 822 7
654 823 218
655 81 95
655 371 2
655 410 59
655 574 131
656 171 147
656 631 41
657 386 279
657 708 246
657 718 15
657 958 191
658 293 106
658 721 84
658 799 61
658 816 184
659 498 286
659 792 98
660 250 285
660 916 163
661 144 259
662 224 174
662 291 29
662 363 235
662 721 64
662 855 177
662 946 181
662 996 13
663 222 218
663 460 163
664 104 177
664 141 211
664 858 143
665 11 125
665 206 198
665 237 90
665 753 204
665 781 202
665 908 240
666 74 292
666 92 82
666 171 80
666 218 191
666 275 246
666 486 155
667 49 17
667 299 235
667 437 155
667 869 265
667 953 246
668 6 129
668 68 91
668 359 95
668 627 298
668 677 119
668 974 276
669 108 27
669 378 176
669 875 98
670 161 115
670 241 282
670 416 63
670 455 111
670 525 284
670 538 176
670 712 180
670 820 66
670 847 118
671 47 15
671 729 6
672 439 228
672 446 256
672 563 2
672 836 277
672 989 253
673 98 257
673 386 221
674 257 85
674 325 265
674 836 12
674 838 288
674 902 0
675 320 290
675 725 7
675 792 161
675 862 272
676 164 157
676 395 141
676 604 73
676 629 150
677 575 124
677 872 236
678 108 86
678 199 74
678 454 264
678 455 193
678 676 153
678 942 45
678 960 101
679 577 237
679 637 100
679 864 21
680 360 278
680 636 36
680 926 178
681 465 167
681 588 242
681 879 108
681 970 47
682 333 0
682 475 15
683 213 292
683 460 214
683 547 40
683 857 268
683 966 299
683 988 119
684 23 270
684 119 32
684 168 206
684 293 258
684 499 1
684 779 279
684 792 167
685 115 121
685 708 58
685 711 166
686 80 216
686 551 287
686 589 140
686 720 57
686 804 285
686 888 17
686 943 235
687 96 207
687 171 177
687 478 12
687 516 18
687 529 49
688 352 197
688 466 216
688 884 168
688 919 136
689 113 108
689 205 56
689 663 71
690 162 235
690 211 194
690 420 246
690 650 262
690 969 244
691 183 281
691 197 46
691 588 238
691 706 26
691 744 258
692 114 287
692 353 195
692 407 118
692 425 55
692 539 147
692 640 87
692 787 32
693 199 232
693 288 188
693 332 151
693 409 220
693 703 267
694 141 9
694 658 202
694 695 24
695 139 68
695 169 131
695 298 142
695 918 59
696 373 161
696 481 71
696 833 111
696 906 267
697 20 294
697 209 30
697 293 213
697 612 103
697 919 80
698 550 58
698 598 278
698 616 280
698 955 44
698 979 111
699 66 68
699 101 107
699 153 251
699 188 78
699 642 198
700 217 216
700 342 30
700 523 264
700 530 61
700 622 74
700 638 80
700 849 222
700 971 164
701 193 134
701 479 94
702 439 106
702 564 39
703 39 10
703 102 269
703 444 176
703 494 262
703 547 252
703 864 245
703 953 217
704 640 72
704 736 167
704 869 240
704 995 152
705 91 59
705 162 89
705 479 21
705 484 143
705 670 40
705 694 30
705 713 111
705 797 18
705 874 263
705 965 23
706 363 10
706 419 43
706 525 30
707 184 44
707 234 46
707 529 266
707 631 248
707 813 260
707 955 266
708 248 291
708 761 233
708 800 19
709 57 102
709 72 268
709 371 142
709 799 197
709 971 71
710 61 185
710 271 213
710 544 210
710 583 203
710 758 172
710 968 208
711 229 153
711 375 284
711 460 235
711 537 278
712 37 198
712 131 114
712 984 24
713 271 294
713 332 292
713 793 34
713 835 116
713 968 251
714 85 79
714 356 219
714 599 41
714 650 90
714 846 175
714 946 188
715 429 166
715 615 236
715 945 193
716 573 61
716 597 288
716 718 95
716 756 28
716 797 118
716 932 252
717 43 176
717 859 272
717 892 198
718 128 148
718 503 167
718 588 251
718 668 136
718 753 239
718 777 281
718 919 259
719 484 124
719 608 288
719 677 291
720 79 291
720 198 27
720 244 18
720 291 188
720 380 41
720 643 106
721 426 163
721 587 277
722 195 66
722 556 18
722 938 137
722 971 157
722 983 231
723 714 271
723 817 212
723 872 48
724 217 256
724 246 87
724 346 200
724 511 267
724 634 33
724 686 86
724 929 151
725 107 183
725 301 283
726 15 93
726 201 124
726 269 34
726 401 34
727 250 82
727 426 271
727 649 219
727 658 36
727 665 100
727 672 7
727 709 66
727 712 296
727 771 113
727 825 60
727 868 64
728 145 42
728 261 77
728 812 31
729 81 295
729 413 103
729 534 50
729 726 138
729 882 251
730 396 104
730 503 141
730 553 151
731 500 48
731 707 246
731 747 11
731 941 223
732 76 167
732 280 267
732 392 143
732 638 265
733 59 114
733 735 283
734 75 49
734 114 1
734 344 128
735 98 92
735 152 148
735 616 13
735 804 118
736 25 106
736 141 214
736 438 58
736 502 25
736 555 133
736 890 215
737 91 156
737 102 115
737 635 230
737 831 155
738 267 276
738 378 197
738 383 138
738 801 123
739 491 214
739 666 122
739 827 297
739 853 48
740 546 74
740 597 245
740 692 243
741 199 167
741 267 162
741 315 176
741 529 178
741 781 23
741 954 213
742 86 164
742 610 272
743 439 1
743 741 145
744 4 230
744 362 169
744 388 210
744 511 23
744 840 82
745 18 115
745 125 10
745 341 32
745 649 286
745 762 223
745 924 172
745 925 123
745 928 5
747 72 190
747 523 297
747 865 288
748 67 36
748 85 78
748 103 15
749 137 69
749 273 164
749 421 239
750 960 45
751 70 95
751 208 278
752 396 182
752 524 118
752 905 261
753 210 242
753 249 258
753 448 45
753 480 118
753 704 38
753 955 26
754 201 23
754 398 46
754 481 112
754 511 241
754 535 203
754 593 195
755 95 85
755 102 219
755 381 228
756 4 149
756 609 66
756 632 270
756 635 68
756 840 166
756 867 260
757 170 215
757 285 214
757 413 196
757 740 207
758 164 9
758 221 288
758 305 177
758 588 21
758 685 23
758 954 188
759 189 122
759 192 105
759 393 248
759 501 274
759 541 261
759 598 142
759 670 28
759 755 17
760 57 263
760 357 224
760 586 219
760 738 157
760 752 258
760 756 192
760 896 167
760 919 131
761 339 128
761 493 117
762 237 272
762 942 91
763 188 68
763 648 32
763 668 92
763 771 192
763 901 3
764 234 276
764 874 164
764 935 272
765 356 133
765 601 40
766 24 244
766 70 296
766 222 157
766 587 108
766 735 10
766 944 255
767 407 177
767 656 254
767 754 187
767 854 248
767 978 130
768 22 213
768 52 278
768 140 287
768 233 95
768 258 247
768 873 235
769 223 88
769 237 101
769 675 17
769 709 56
769 715 153
769 809 88
770 14 110
770 426 187
770 526 168
770 555 107
770 569 139
770 603 155
770 851 197
771 363 201
771 392 112
771 411 47
771 585 29
771 611 78
772 693 158
773 97 180
773 306 80
773 480 138
773 589 162
773 601 107
773 740 255
774 43 129
774 444 99
774 774 267
774 859 98
775 0 212
775 72 133
775 410 32
775 624 278
775 889 69
776 212 191
776 692 150
777 338 175
777 786 281
778 200 271
778 879 73
779 663 259
779 910 152
780 431 280
780 554 78
780 818 28
781 334 251
781 451 169
781 638 106
781 702 293
781 711 55
781 833 74
781 990 233
782 315 280
782 321 216
782 760 265
783 35 126
783 387 293
783 781 206
783 791 222
783 794 63
784 64 285
784 333 172
784 704 90
785 0 51
785 333 264
785 334 213
785 522 45
785 528 243
785 583 148
785 774 284
785 932 270
786 57 259
786 393 20
786 498 70
786 528 209
786 611 222
786 668 97
787 94 14
787 984 29
788 255 177
789 361 285
789 605 195
790 13 112
790 376 56
790 424 41
790 476 41
790 923 299
791 341 237
791 392 10
791 469 112
791 576 124
791 661 281
792 65 78
792 200 243
792 504 22
792 964 254
793 323 132
793 405 281
793 432 36
793 505 146
793 585 165
794 26 63
794 41 264
794 561 103
794 577 244
794 744 106
795 60 1
795 387 243
795 499 93
795 742 37
796 312 62
796 484 193
796 726 165
798 117 144
798 224 124
798 467 246
798 523 101
798 642 102
799 352 48
799 569 7
799 919 141
800 407 234
800 804 85
800 848 93
801 339 44
801 759 209
802 313 206
802 727 246
802 943 196
803 434 282
803 439 94
804 6 168
804 644 206
804 741 109
804 969 183
805 112 256
805 127 237
805 684 78
806 381 90
806 438 196
806 452 196
807 98 230
807 217 126
807 407 227
807 567 269
808 52 141
808 277 266
808 290 52
808 559 156
808 620 81
808 632 178
808 832 245
809 35 221
809 84 156
809 640 121
809 933 22
810 128 170
810 428 13
811 225 143
811 229 124
811 245 167
811 535 235
811 721 116
811 814 190
812 21 41
812 24 145
812 151 215
812 434 177
812 627 284
813 358 79
813 514 209
814 190 167
814 298 71
814 502 270
814 564 100
814 599 216
814 718 244
814 787 39
815 64 26
815 263 260
815 330 39
815 344 252
815 713 134
815 888 256
815 949 157
815 951 241
816 230 249
816 610 242
816 803 90
817 340 242
817 492 292
818 49 112
818 232 150
818 546 50
818 557 261
818 815 184
819 107 205
819 318 190
819 586 191
821 58 43
821 340 40
821 718 98
821 833 35
821 855 120
822 750 37
823 64 137
823 237 223
823 395 101
823 485 156
824 240 132
824 449 286
824 601 292
824 683 198
824 999 222
825 251 190
825 270 195
825 718 73
825 729 294
826 125 90
826 276 290
826 348 78
826 722 138
826 852 275
827 195 236
827 201 2
827 436 291
827 499 61
827 637 86
827 910 126
827 915 237
827 979 146
828 94 18
828 235 53
828 288 212
828 459 222
828 530 24
828 581 99
829 243 82
829 448 127
829 645 94
829 650 236
829 775 208
829 900 13
830 593 206
830 957 51
831 889 226
832 123 161
832 858 196
832 885 28
832 932 269
833 3 110
833 223 52
833 618 3
833 920 202
834 101 5
834 633 170
834 891 21
835 663 115
835 680 276
835 828 114
836 110 168
836 374 220
836 797 2
836 981 239
837 427 96
837 537 259
837 859 161
837 981 118
838 31 121
838 232 119
838 456 298
838 556 179
838 613 233
838 865 212
838 998 215
839 183 17
839 277 172
840 231 135
840 497 85
840 633 37
841 19 152
841 938 193
842 80 16
842 131 60
842 288 106
842 721 87
843 4 1
843 48 232
843 274 116
843 430 120
843 441 80
843 693 266
843 807 109
844 554 243
844 921 260
845 374 38
845 675 245
845 950 226
846 93 187
847 313 86
847 469 145
847 648 147
847 719 283
847 803 224
848 235 138
848 784 245
848 926 267
849 23 112
849 50 146
849 75 126
849 442 206
849 796 142
849 854 272
849 873 243
849 912 288
850 22 40
850 287 240
850 398 79
850 456 105
850 516 26
850 593 64
851 277 123
851 732 65
851 968 184
852 211 30
852 505 50
853 223 78
854 72 34
855 53 162
855 60 193
855 127 297
855 198 162
855 305 226
855 755 252
855 855 242
856 180 29
856 445 162
856 896 210
857 41 191
857 319 175
858 512 256
858 809 189
858 934 101
858 952 246
859 305 296
859 324 199
859 997 199
860 0 107
860 208 282
860 276 60
860 320 190
860 445 90
860 783 286
861 988 239
862 2 148
862 127 277
862 248 79
862 396 160
862 421 67
862 836 160
863 130 21
863 166 263
863 970 155
864 407 295
864 479 172
864 720 109
864 769 170
865 554 0
865 686 219
865 696 233
865 938 81
865 952 119
866 168 147
866 209 234
866 418 179
866 693 64
867 33 175
867 302 231
868 174 101
868 374 292
868 391 228
868 614 213
869 258 11
869 398 298
869 408 217
869 456 131
869 536 158
869 583 156
869 861 288
870 754 272
870 990 273
871 649 90
871 904 293
872 106 56
872 345 163
872 552 274
872 578 89
872 652 289
873 124 241
873 404 159
874 78 137
874 242 241
874 563 125
875 433 169
875 569 4
875 692 110
876 178 120
876 826 196
877 770 102
878 140 111
878 286 124
878 338 123
878 428 155
878 827 203
878 923 85
879 301 212
879 500 93
879 519 126
879 521 48
879 858 283
881 467 21
881 516 77
881 619 248
881 843 210
881 998 122
882 35 92
882 86 165
882 540 115
883 239 268
883 661 159
883 662 2
883 925 265
884 128 246
884 177 112
884 819 179
885 2 10
885 245 9
885 337 111
885 408 60
885 962 80
885 974 171
886 388 221
886 935 133
887 12 12
887 801 50
888 499 125
888 795 238
888 969 213
889 632 88
889 780 65
889 858 152
890 106 213
890 163 183
890 289 217
890 671 105
890 711 264
890 729 70
892 444 154
892 451 253
892 798 190
893 23 140
893 630 174
893 877 114
893 984 257
894 12 92
894 381 59
894 682 233
894 703 111
894 804 219
895 135 8
895 303 140
895 747 8
896 20 101
896 22 217
896 472 150
896 769 131
897 504 298
897 542 208
897 677 74
897 828 51
898 73 188
898 271 86
898 447 145
898 792 221
898 985 147
899 120 120
899 784 265
899 897 198
900 232 75
900 591 162
900 732 56
900 788 127
901 189 16
901 318 5
901 326 53
901 343 176
901 442 77
901 653 120
901 901 249
902 255 260
902 602 69
902 962 123
903 676 243
903 973 191
904 279 188
905 162 217
905 824 251
905 958 191
906 321 189
906 463 149
906 485 99
906 706 289
906 707 256
906 831 139
907 71 222
907 437 118
907 554 276
908 162 250
908 411 193
908 716 200
908 852 60
909 841 30
909 902 261
910 727 126
910 737 136
910 990 8
911 106 268
911 115 87
911 492 251
911 507 106
911 922 151
912 289 153
912 304 296
912 639 35
912 762 267
913 154 24
913 361 10
913 591 104
913 693 164
913 830 14
914 155 90
914 283 37
915 68 183
915 189 281
915 462 172
915 667 110
915 672 52
915 953 285
916 28 161
916 182 129
916 685 193
916 697 291
916 716 128
917 6 131
917 227 255
917 290 67
917 683 118
917 793 273
917 870 115
918 482 184
918 800 144
919 79 88
919 91 148
919 174 187
919 855 297
920 106 71
920 245 266
920 297 229
920 586 227
920 654 159
920 845 258
920 938 183
921 191 190
921 544 70
921 628 35
921 779 201
921 987 263
922 40 101
922 512 248
922 837 274
922 876 137
922 946 46
923 67 100
923 118 50
923 359 157
923 396 17
923 499 231
923 870 142
923 883 5
924 188 163
924 438 14
924 961 125
925 74 24
925 148 174
925 201 55
925 380 208
925 468 125
925 658 229
925 840 199
926 828 179
926 906 91
927 29 211
927 313 62
927 609 219
927 728 296
927 773 234
928 97 218
928 423 20
928 590 199
929 495 266
929 695 203
929 930 246
929 993 147
930 264 23
930 408 30
930 977 206
931 322 79
932 1 2
932 79 282
932 549 262
932 953 24
933 137 3
933 188 155
933 444 256
933 652 224
934 102 87
934 205 283
934 383 211
934 422 198
934 495 75
935 43 231
935 78 13
935 145 182
935 217 212
935 481 14
935 735 283
935 948 59
936 838 82
937 12 247
937 174 112
937 261 209
937 599 299
937 869 58
938 5 166
938 223 242
938 445 228
938 657 290
938 789 101
938 817 295
939 999 115
940 43 218
940 851 62
940 989 225
941 131 149
941 267 41
941 502 193
941 724 166
941 790 223
941 791 66
942 698 22
942 710 288
942 929 240
943 312 232
943 347 284
943 624 264
943 834 143
943 893 139
944 125 139
944 240 231
944 439 26
944 535 64
944 920 75
945 502 146
945 740 24
945 852 47
945 909 109
946 89 180
946 103 231
946 187 207
946 190 175
946 888 208
947 293 129
947 445 170
947 446 159
947 793 130
947 889 192
948 8 272
948 210 195
948 251 281
948 723 282
949 364 285
949 406 210
949 926 123
950 308 141
950 457 5
951 18 173
951 140 294
951 581 98
951 922 204
952 322 28
952 626 231
953 308 23
954 78 285
954 85 10
954 676 154
954 930 52
955 28 161
955 155 223
955 396 250
955 625 110
955 641 243
955 739 40
955 978 179
956 158 49
956 239 25
956 524 66
956 980 61
957 286 66
957 517 265
957 639 194
957 759 100
958 578 265
958 632 163
958 757 271
958 899 227
958 945 106
959 118 128
959 450 221
959 527 181
959 566 3
959 862 118
959 953 59
960 114 145
960 510 191
960 852 181
960 945 23
961 717 7
961 907 276
962 168 119
962 548 281
962 819 175
962 982 196
963 124 34
963 454 88
964 541 26
964 616 214
965 1 205
965 37 19
965 124 284
965 539 1
966 81 48
966 104 84
966 478 245
966 690 268
966 706 146
966 805 94
967 45 267
967 102 65
967 515 142
968 837 224
968 926 17
968 927 294
969 15 165
969 72 115
969 488 164
969 740 101
969 839 8
970 336 295
970 608 268
970 689 249
970 788 294
971 27 197
971 277 73
971 421 80
971 587 43
971 844 277
971 864 113
972 61 81
972 457 269
972 628 196
973 300 264
973 922 148
973 981 103
974 69 52
974 72 291
974 89 259
974 252 246
974 270 70
974 488 22
975 260 114
975 430 251
975 440 34
975 489 150
975 813 283
976 329 268
976 342 299
976 694 190
977 132 256
977 200 74
977 457 85
977 675 13
977 697 70
977 854 12
978 443 261
978 748 150
978 766 104
978 891 123
978 956 234
979 85 113
979 138 206
979 199 5
979 299 22
979 365 54
979 569 66
979 618 119
979 897 87
980 166 61
981 207 219
981 468 14
981 552 183
981 655 187
981 700 161
981 941 261
982 328 252
982 901 6
983 224 186
983 445 274
983 987 23
984 339 156
984 409 34
984 536 161
984 881 48
984 969 178
985 102 80
985 103 81
985 501 122
985 524 264
985 537 220
985 684 201
985 990 172
986 290 161
986 419 135
986 925 202
987 445 205
987 501 168
987 570 89
987 795 45
988 170 268
988 891 140
989 248 279
989 298 283
989 437 299
989 770 49
989 895 98
990 145 153
990 588 110
990 797 92
990 843 157
991 145 184
991 166 17
991 301 113
991 461 30
991 789 68
992 690 274
992 959 148
993 54 294
993 90 53
993 176 205
993 191 140
993 782 103
993 790 62
994 86 134
994 157 121
994 256 52
994 633 85
995 946 178
996 855 228
997 120 267
997 650 289
997 707 54
998 83 239
998 545 97
999 137 115
999 151 243
999 336 229
999 418 38
999 478 166
