10000 40000
948 185 60
948 6416 23
948 8185 274
948 8362 45
949 1214 96
949 2268 299
949 2364 285
949 6020 225
950 705 37
950 1632 174
950 2260 242
950 3398 228
950 5294 163
950 5907 296
950 7676 131
950 8732 251
950 9891 278
951 500 277
951 1571 107
951 6008 214
952 357 273
952 1602 237
952 2520 255
952 4225 171
952 7107 94
953 308 23
953 372 264
953 1199 295
953 2376 72
953 2502 197
953 3329 74
953 4275 133
953 5094 50
953 7016 142
954 1739 249
954 4920 11
954 6620 155
954 6963 281
954 8293 87
955 1155 223
955 5737 37
955 8203 84
955 8694 111
956 5576 192
957 3563 51
957 4037 231
957 7064 278
957 8006 227
957 8130 7
957 8459 77
958 162 198
958 2788 277
958 4142 225
958 4228 245
958 5945 106
959 450 221
959 2953 59
959 8778 210
959 9492 185
959 9566 3
960 1335 128
960 1390 267
960 2163 180
960 4384 5
960 7941 154
960 9078 71
960 9561 224
961 1907 276
961 2077 258
961 5330 204
961 7027 74
961 7598 148
961 8785 130
962 2051 120
962 6118 142
963 1612 200
963 4069 220
964 1219 184
964 2615 160
964 3840 116
964 4225 22
964 6002 259
964 9210 121
965 315 282
965 1426 223
965 1712 78
965 3495 63
966 5802 1
966 7050 0
966 9037 148
966 9981 125
967 277 206
967 1575 241
967 2419 254
967 5354 247
967 5583 202
967 8578 168
967 8616 201
967 9515 142
968 4107 181
968 8192 110
969 740 46
969 6886 18
970 71 27
970 4992 283
970 6772 138
970 9546 40
970 9769 284
971 844 277
971 1020 222
971 1587 43
971 5891 87
971 6028 275
971 6958 200
971 7482 39
971 9258 299
971 9277 73
971 9707 35
972 7493 207
972 8801 208
973 1713 12
973 2104 60
973 2384 206
973 4098 196
973 6295 270
973 6708 33
973 7404 83
973 8751 273
974 4270 70
974 7207 12
974 8952 112
975 201 18
975 818 24
975 2648 296
975 6714 201
975 7178 122
975 7430 251
976 5838 277
976 8982 8
976 9430 52
977 205 155
977 2676 45
977 4190 262
977 6041 68
977 6804 60
977 9831 206
978 1509 110
978 3356 133
978 6526 38
978 8487 62
979 554 27
979 1365 54
979 2618 119
979 4853 125
979 5138 206
979 6085 113
979 7837 237
979 8153 209
979 8898 41
980 2105 250
980 2166 61
980 4786 73
980 8458 189
980 9048 295
980 9574 181
980 9806 8
980 9837 140
981 1798 279
981 5846 195
981 9095 245
982 3 13
982 2550 38
982 4121 115
982 8552 275
983 2102 179
983 4361 196
983 8421 41
983 9692 90
984 1432 283
984 4976 239
984 5830 255
984 6915 85
985 713 166
985 1989 96
985 6227 31
985 7790 223
985 7846 232
985 9586 277
986 1404 262
986 2223 264
986 2708 195
986 5526 29
987 4737 228
987 8636 140
988 850 254
988 1199 34
988 2989 165
988 3167 103
988 5051 34
988 5128 5
988 6555 134
988 7920 33
988 8596 173
989 1024 265
989 2138 299
989 2261 110
989 5248 279
989 6055 151
989 7895 98
989 9788 124
989 9822 103
990 684 34
990 2437 57
990 7797 92
990 8192 201
990 9426 268
991 1682 293
991 1789 68
991 5500 167
991 5835 132
991 7348 287
992 2309 23
992 2629 193
992 3611 257
992 4305 98
992 4897 205
992 5690 274
992 5705 153
992 5844 105
992 6168 50
992 9892 150
993 971 204
993 1614 93
993 2189 91
993 4346 109
993 6182 248
993 7420 118
994 201 80
994 1846 136
994 8286 67
994 8933 10
994 9916 23
995 261 191
995 2464 259
995 6768 94
995 7542 204
995 7984 223
996 989 265
996 2960 260
996 7629 139
996 9464 262
996 9650 95
997 726 25
997 992 256
997 1106 42
997 3120 267
997 5268 179
997 8281 82
997 8349 137
997 9043 264
998 5828 75
998 7328 241
998 8105 283
998 9870 13
999 2063 257
999 2763 104
999 7924 68
999 9120 17
999 9484 45
1000 555 71
1000 4100 235
1000 4360 14
1000 4980 199
1000 5852 59
1000 6641 204
1000 8609 58
1001 2722 58
1001 6304 131
1001 6762 252
1002 223 285
1002 1792 25
1002 2102 122
1002 2672 62
1002 4167 211
1002 6754 123
1002 9966 137
1003 2327 61
1003 6409 166
1003 7432 105
1004 9030 172
1004 9712 42
1005 348 145
1005 1112 189
1005 1810 288
1005 9801 182
1006 3640 197
1006 8931 263
1007 3653 76
1007 7000 142
1007 9649 108
1008 3393 113
1008 4544 183
1008 6896 9
1008 7227 135
1008 9752 53
1008 9960 144
1009 69 239
1009 5757 187
1010 419 56
1010 1632 246
1010 1924 131
1010 7483 105
1010 9733 62
1011 763 121
1011 976 47
1011 9686 296
1012 657 196
1012 1174 82
1012 5788 74
1012 6974 132
1012 7050 245
1013 6580 215
1014 2607 34
1014 9443 7
1014 9494 184
1015 982 197
1015 7274 108
1015 7886 232
1016 1553 70
1016 1681 243
1017 122 150
1017 308 269
1017 1876 30
1017 2238 207
1017 4932 212
1017 6321 113
1017 7128 112
1017 8046 257
1017 8592 79
1017 9455 238
1018 614 127
1018 5247 146
1018 8159 200
1018 8464 119
1018 8745 153
1018 9604 161
1019 1682 53
1019 2281 133
1019 5848 255
1019 7680 293
1020 165 14
1020 596 14
1020 885 128
1020 8505 260
1021 2662 130
1021 3641 256
1021 4972 129
1021 7150 121
1021 9244 221
1021 9280 270
1021 9583 289
1022 1099 37
1022 5200 93
1022 6221 183
1023 1627 12
1023 8504 97
1023 9744 284
1024 1082 146
1024 2759 132
1024 7875 48
1024 9909 92
1025 355 101
1025 2096 129
1025 4632 198
1025 5150 237
1025 6184 159
1025 8262 255
1026 681 38
1026 1560 12
1026 1592 44
1026 6594 64
1026 6822 269
1026 7134 108
1027 1267 13
1027 1408 145
1027 1841 15
1027 8627 245
1028 319 284
1028 2567 290
1028 2622 171
1028 4101 268
1028 4412 278
1028 5601 88
1028 7055 176
1028 7623 223
1029 1652 111
1029 2181 276
1030 1251 170
1030 8249 75
1031 5918 18
1031 8016 270
1032 1471 48
1032 2100 260
1032 4823 23
1032 4988 39
1032 7263 80
1032 9466 153
1032 9533 11
1033 773 294
1033 2011 118
1033 2425 131
1033 3225 203
1033 4617 154
1033 8657 45
1034 712 103
1034 1191 181
1034 1839 77
1034 7507 235
1034 9062 71
1034 9171 247
1035 1418 173
1035 7316 293
1036 1962 187
1036 4688 4
1036 7093 59
1037 1919 296
1037 5035 92
1037 5722 11
1037 8972 84
1037 9214 43
1038 365 134
1038 2350 277
1038 2369 209
1038 6455 108
1038 8304 60
1038 8934 297
1039 1291 77
1039 8088 39
1040 5413 198
1040 5916 257
1040 7477 298
1041 140 109
1041 1190 11
1041 1224 226
1041 1842 127
1041 2428 279
1041 3110 54
1041 4600 216
1042 803 29
1042 814 176
1042 1121 67
1042 2922 129
1042 4253 215
1042 5735 9
1042 6179 56
1042 6592 94
1043 1322 278
1043 7217 100
1043 9842 91
1043 9974 15
1044 298 81
1044 342 267
1044 3133 190
1044 4502 157
1044 7036 55
1044 9312 165
1044 9447 225
1045 1405 116
1045 2073 278
1045 2242 292
1045 2431 129
1045 5352 89
1045 5621 15
1045 5814 231
1046 539 266
1046 805 24
1046 2952 192
1046 4548 259
1046 4844 47
1046 5156 84
1046 6413 160
1046 7503 238
1047 365 150
1047 2405 290
1047 2746 172
1047 4581 82
1047 9405 222
1048 1508 15
1048 1768 224
1048 4612 62
1048 4691 204
1048 7165 106
1048 7168 113
1049 1378 260
1049 1789 296
1049 5382 47
1049 5409 146
1049 6518 267
1049 7913 192
1050 1464 295
1050 3171 83
1050 5247 258
1050 5261 235
1050 6941 25
1050 7526 277
1051 4282 170
1051 4370 66
1051 4428 101
1051 4496 236
1051 4721 42
1051 5391 34
1051 8413 85
1051 8864 177
1051 9805 104
1051 9966 123
1052 197 81
1052 565 91
1052 1786 254
1052 3861 121
1052 5499 5
1052 5771 256
1052 6790 23
1052 7102 45
1053 3221 200
1053 3254 193
1053 3730 73
1053 5945 183
1053 7142 293
1053 7854 28
1053 8432 1
1053 9115 270
1054 167 12
1054 2054 246
1054 7143 194
1054 9271 196
1055 1227 40
1055 1540 106
1055 3891 239
1055 7457 279
1055 8993 8
1055 9761 269
1056 884 207
1056 2807 143
1056 2826 2
1056 5656 62
1056 6964 295
1056 7527 239
1056 7838 207
1056 9887 43
1057 2025 95
1057 3358 135
1057 3362 260
1057 3404 165
1057 4592 252
1057 7464 120
1057 9156 116
1057 9211 221
1058 5306 94
1058 5991 123
1058 7593 113
1059 515 284
1059 2733 44
1059 2813 182
1059 3981 130
1059 5430 141
1060 452 167
1060 684 114
1060 1926 10
1060 2146 56
1060 4378 9
1060 6068 100
1060 6136 286
1060 6806 188
1060 6924 58
1061 1727 166
1061 3452 160
1061 4941 145
1061 7420 107
1062 209 177
1062 590 82
1062 1945 30
1062 3010 278
1062 8341 25
1062 8877 43
1063 2019 66
1063 4406 124
1063 6401 59
1063 7229 252
1063 7968 159
1064 210 264
1064 1283 68
1064 3596 218
1064 4437 98
1064 4518 299
1064 4970 140
1064 7525 218
1064 8219 17
1065 1885 195
1065 2021 252
1065 2282 31
1065 2706 20
1065 4179 208
1065 6692 99
1065 9500 80
1066 529 229
1066 2525 23
1066 5284 192
1066 5523 76
1066 5675 30
1066 8084 22
1066 9046 79
1067 377 205
1067 2037 35
1067 5030 180
1067 5778 273
1067 6307 162
1067 7344 205
1067 7728 40
1067 8965 104
1067 9728 222
1068 616 1
1068 9698 109
1069 870 32
1069 1703 178
1069 2061 133
1069 5739 105
1069 7380 150
1069 7573 44
1070 446 154
1070 3019 288
1070 4298 86
1070 5703 254
1070 9515 160
1072 4082 224
1072 8900 62
1072 9477 62
1073 1778 202
1073 6460 54
1073 7891 116
1074 757 2
1074 3945 185
1074 4074 234
1074 9948 54
1075 1545 212
1075 3753 162
1075 4955 241
1075 9263 151
1076 32 7
1076 172 234
1076 209 246
1076 5443 127
1076 7225 129
1077 1340 51
1077 2874 142
1077 2902 216
1077 3480 22
1077 5995 211
1077 7262 85
1077 7721 26
1078 177 1
1078 1866 210
1078 2747 204
1078 9081 170
1079 6009 143
1079 9964 176
1080 176 243
1080 1925 211
1080 2738 189
1080 7298 291
1080 9290 70
1081 2382 89
1081 6342 159
1081 7511 107
1082 443 233
1082 1188 43
1082 3139 167
1082 5423 255
1083 1289 185
1083 2059 257
1083 3217 21
1083 5928 200
1083 8908 121
1084 592 125
1084 5124 176
1084 7214 211
1085 6009 210
1085 8039 5
1086 1558 74
1086 2483 125
1086 3776 195
1086 5220 263
1086 6208 152
1087 847 87
1087 1981 244
1087 6243 201
1087 8235 6
1087 9649 110
1088 1563 34
1088 2432 26
1088 2979 40
1088 2997 120
1088 3368 3
1088 5948 200
1088 8854 213
1089 119 248
1089 341 200
1089 3864 204
1089 3967 250
1089 7098 197
1090 2885 216
1090 5138 176
1090 5449 287
1090 7826 26
1091 82 3
1091 2524 179
1091 2899 231
1091 3058 23
1091 5510 246
1092 4318 15
1092 4987 199
1092 5905 276
1092 8742 232
1092 9406 43
1093 69 260
1093 1500 295
1093 2083 149
1093 4144 36
1093 5079 41
1093 5249 196
1093 8456 265
1094 227 293
1094 499 21
1094 2034 99
1094 2576 95
1094 5991 77
1094 8303 149
1094 8342 7
1094 8625 245
1095 1315 168
1095 7941 217
1095 8995 44
1096 257 59
1096 1578 96
1096 7563 0
1096 9862 23
1097 41 6
1097 155 83
1097 539 63
1097 5424 140
1098 122 170
1098 4314 120
1098 5550 37
1098 8179 150
1098 9744 209
1099 2074 136
1099 6402 190
1099 8626 20
1100 565 129
1100 721 140
1100 1144 2
1100 7256 66
1100 7551 276
1100 9182 5
1101 475 135
1101 713 27
1101 1006 146
1101 1400 123
1101 2259 134
1101 7114 185
1102 5003 226
1102 9714 202
1103 5845 172
1104 32 216
1104 1292 189
1104 3077 20
1104 6588 198
1105 1697 217
1105 2130 37
1105 2938 156
1106 2031 78
1106 3113 62
1106 3285 50
1106 8639 198
1107 4245 225
1107 4627 232
1107 5062 228
1107 6741 13
1107 7653 16
1108 2737 18
1108 3305 67
1108 4557 135
1108 4800 188
1108 5539 247
1108 9276 281
1109 731 287
1109 2596 14
1109 3784 167
1109 9661 283
1110 2057 166
1110 4325 154
1111 1145 84
1111 1566 274
1111 1860 186
1111 2182 156
1111 5892 258
1111 7714 248
1111 8704 235
1112 13 237
1112 1182 135
1112 1471 0
1112 2035 68
1112 6524 215
1112 7730 222
1112 8993 295
1113 389 210
1113 2056 289
1113 2105 79
1113 2232 12
1113 2483 234
1113 7070 171
1114 3985 231
1114 6298 250
1114 7103 200
1114 8246 198
1115 3737 171
1115 4651 21
1115 7103 291
1115 7860 57
1115 8002 83
1115 8774 25
1116 104 281
1116 1304 246
1116 1955 61
1116 3876 67
1116 6619 180
1116 8889 221
1117 2773 250
1117 3055 159
1117 3227 66
1117 3791 120
1118 448 24
1119 1200 25
1120 1570 44
1120 2255 150
1120 5134 141
1121 1278 7
1121 2361 285
1121 4972 196
1121 5457 274
1121 7999 201
1121 8142 257
1122 13 0
1122 744 110
1122 807 273
1122 874 284
1122 969 56
1122 1931 19
1122 6053 197
1122 6108 108
1122 7357 37
1122 8876 58
1122 9098 99
1123 749 31
1123 1825 32
1123 2634 7
1124 1208 145
1124 3050 167
1125 670 125
1125 1415 236
1125 2789 80
1125 7413 79
1126 4486 143
1127 3361 243
1127 4633 40
1127 5157 51
1128 42 167
1128 1012 283
1128 1465 229
1128 1642 141
1128 8427 124
1129 1852 53
1129 2185 0
1129 5094 51
1129 5579 253
1129 5768 45
1130 440 194
1130 7051 43
1130 7385 163
1131 1289 152
1131 3895 80
1131 7097 71
1131 7643 115
1132 2203 211
1132 4822 277
1132 7876 205
1133 148 213
1133 363 80
1133 760 21
1133 858 124
1133 4901 136
1133 8789 277
1134 4042 89
1134 4478 216
1135 2245 273
1135 4179 17
1135 5748 231
1136 512 272
1136 2065 5
1136 4992 267
1136 6630 114
1136 7417 233
1136 8210 262
1136 8523 224
1136 8594 40
1136 9312 18
1137 4020 231
1137 4890 63
1138 221 293
1138 682 278
1138 1546 85
1138 2940 114
1138 3983 235
1138 8649 164
1139 2285 60
1139 2631 285
1139 5190 14
1139 5752 265
1139 5806 145
1139 6067 156
1139 8518 180
1139 9232 133
1140 1188 222
1140 6286 191
1140 6863 216
1141 3781 98
1141 4333 221
1141 7763 4
1141 8592 115
1141 9669 66
1141 9699 180
1142 670 97
1142 2444 155
1143 14 99
1143 293 266
1143 2003 7
1143 3694 218
1143 4741 194
1143 8884 286
1144 4510 231
1144 6234 288
1144 7279 204
1144 9909 222
1145 1126 53
1145 3787 223
1145 7677 110
1145 8461 81
1146 579 33
1146 1453 16
1146 1969 252
1146 2186 149
1146 2554 277
1146 5339 59
1146 9700 138
1147 1423 124
1147 2265 91
1147 2681 124
1147 3744 278
1147 6463 213
1147 8925 41
1148 7246 74
1148 8928 261
1149 135 90
1149 1773 270
1149 4224 295
1149 4873 239
1149 5814 161
1149 6478 7
1150 1864 3
1150 2026 64
1150 4204 259
1150 8023 109
1150 8260 207
1151 9841 66
1152 160 110
1152 560 190
1152 903 193
1152 1282 205
1152 3467 164
1152 5956 149
1152 6246 158
1152 6555 103
1152 9940 290
1153 1308 267
1153 1520 90
1153 2035 1
1153 3651 226
1153 3815 59
1153 9850 78
1154 28 240
1154 298 96
1154 433 254
1154 593 259
1154 2241 242
1154 2482 119
1154 9041 155
1155 1577 148
1155 2855 90
1155 3728 55
1155 7587 257
1155 8279 282
1155 9648 253
1156 345 51
1156 2442 49
1156 3819 48
1156 3842 245
1156 4121 275
1156 4820 132
1156 4981 95
1156 5943 55
1156 6960 294
1157 512 49
1157 1440 55
1157 1639 288
1157 2593 174
1157 2742 53
1157 5668 256
1157 8128 94
1157 8170 245
1158 3119 79
1158 4271 233
1158 4446 269
1158 5313 124
1158 5606 138
1158 6612 82
1159 42 139
1159 8544 238
1159 8750 256
1159 9733 249
1160 1405 25
1160 1831 186
1160 5437 143
1160 7627 190
1160 9495 287
1160 9761 252
1161 2040 259
1161 3097 10
1161 5227 239
1161 7037 260
1161 8613 145
1161 8842 192
1162 3618 45
1162 6326 72
1163 1165 211
1163 1612 274
1163 2326 299
1163 2914 111
1163 4347 18
1163 7700 231
1163 8892 290
1164 6356 142
1164 6907 58
1164 7050 34
1164 9817 186
1165 198 185
1165 1287 75
1165 8897 288
1165 9240 128
1165 9498 214
1166 2457 189
1166 4583 43
1166 5355 62
1166 5535 73
1166 8500 285
1167 2197 206
1167 2887 280
1167 4099 38
1167 7466 234
1168 1521 98
1168 2279 39
1168 6418 102
1168 6871 23
1168 7077 192
1168 9399 130
1169 1071 151
1169 1300 275
1169 2579 145
1169 2649 242
1169 5764 255
1169 9970 84
1170 188 202
1170 434 225
1170 3890 124
1170 4061 164
1170 6859 64
1171 654 247
1171 1650 63
1171 4993 29
1171 6690 48
1172 444 94
1172 5752 243
1172 6251 192
1172 7016 78
1172 7968 58
1173 2291 184
1173 3214 230
1173 3454 109
1173 8508 26
1174 582 239
1174 1026 135
1174 1227 277
1174 5291 76
1174 8033 136
1175 478 138
1175 1511 59
1175 2043 273
1175 3124 62
1175 3413 269
1175 5320 282
1175 9356 172
1176 690 128
1176 2636 74
1176 3070 289
1176 3712 96
1176 4768 253
1176 6822 221
1176 7725 166
1177 1124 288
1177 1865 150
1177 1940 211
1177 6464 57
1178 4872 237
1178 5922 67
1178 6675 21
1179 1312 163
1179 2772 254
1179 3412 63
1179 5177 270
1179 7878 249
1180 1956 126
1180 2196 99
1180 2537 49
1180 5362 252
1180 6464 138
1180 7818 128
1180 9018 248
1180 9115 111
1180 9189 2
1181 1589 239
1181 2741 191
1181 3820 289
1181 4219 185
1181 4869 220
1181 5215 149
1181 9159 169
1181 9420 281
1182 893 263
1182 1225 128
1182 1935 255
1182 7327 142
1182 7896 139
1183 1508 286
1183 2201 163
1183 6345 28
1183 8177 120
1184 109 43
1184 531 265
1184 2084 129
1184 2272 69
1184 2529 246
1184 5104 24
1184 6402 153
1184 8074 19
1184 9649 50
1185 53 12
1185 210 120
1185 3993 278
1185 4850 291
1185 6605 67
1186 1719 166
1186 3533 250
1186 8965 196
1186 9816 279
1187 1866 215
1187 6822 198
1188 513 287
1188 3933 223
1188 5140 208
1188 6782 12
1189 612 156
1189 1017 263
1189 5800 294
1189 9104 230
1189 9421 232
1189 9543 45
1190 2881 287
1190 5484 219
1190 5589 47
1190 6658 277
1190 7341 97
1191 816 288
1191 5639 177
1191 6861 236
1191 7305 8
1192 462 149
1192 1454 269
1192 1555 114
1192 1631 159
1192 5967 187
1192 9645 255
1193 2665 268
1193 5627 236
1193 6829 17
1193 8043 8
1193 9877 250
1194 979 102
1194 1218 234
1194 6391 294
1195 1365 232
1195 1983 94
1195 4060 6
1195 7637 78
1195 8024 267
1195 8198 100
1196 5 33
1196 832 133
1196 1948 172
1196 7462 233
1196 9132 44
1196 9261 0
1197 2468 256
1197 6656 109
1197 7947 30
1198 8340 8
1199 79 154
1199 4935 201
1199 5491 41
1199 5634 149
1199 6021 257
1199 6371 264
1200 2223 243
1200 3979 236
1200 5166 269
1200 6231 148
1200 6860 57
1200 8307 189
1201 2493 283
1201 3328 42
1201 4804 8
1201 5005 256
1202 5243 77
1202 8469 147
1203 2427 288
1203 4182 222
1203 7372 250
1203 9658 294
1204 802 285
1204 1163 130
1204 1714 151
1204 3202 298
1204 4136 197
1204 5053 20
1204 6295 234
1204 7795 262
1204 9523 60
1204 9978 80
1205 4152 239
1205 6783 38
1205 8798 47
1205 9242 68
1205 9711 40
1206 219 294
1206 251 99
1206 2077 192
1206 2106 102
1206 3398 230
1206 5874 186
1206 9561 29
1206 9626 92
1207 2076 112
1207 2570 37
1207 4100 97
1207 8954 42
1208 4510 31
1209 263 160
1209 2199 49
1209 4623 1
1210 853 61
1210 3934 191
1210 7058 216
1210 8950 0
1211 3896 61
1211 4689 102
1211 6642 114
1211 8766 10
1212 1629 157
1212 6679 49
1212 8083 276
1213 3207 246
1213 3641 6
1213 4545 106
1213 5370 236
1213 9005 87
1214 953 28
1214 2424 167
1214 4232 134
1214 4520 171
1214 4817 55
1214 9717 43
1215 58 275
1215 540 182
1215 2343 195
1215 9382 87
1215 9717 253
1216 5218 62
1216 5342 288
1217 365 11
1217 1651 164
1217 2744 24
1218 7255 185
1218 9888 45
1219 1365 17
1219 2281 91
1219 3717 193
1219 5166 178
1219 5216 42
1219 7759 240
1220 2335 16
1220 5719 68
1221 237 104
1221 1483 228
1221 3309 115
1222 186 121
1222 980 40
1222 6567 41
1223 3451 164
1223 3637 149
1223 7094 240
1223 8280 5
1223 9125 57
1223 9468 106
1224 1942 14
1224 5909 285
1224 7576 75
1224 9055 87
1225 2112 10
1225 3303 119
1225 7738 202
1225 9738 209
1226 1328 39
1226 1507 123
1226 2753 74
1226 3603 204
1226 3685 296
1226 4796 184
1226 5933 28
1226 6338 160
1226 9000 43
1227 791 13
1227 1253 292
1227 2016 263
1227 3798 163
1228 2368 96
1228 3710 260
1228 7541 59
1228 8591 258
1228 9235 100
1228 9409 64
1228 9753 109
1229 322 28
1229 3716 132
1229 5506 267
1229 7574 189
1229 7815 37
1229 7866 173
1229 9082 90
1229 9740 180
1230 435 224
1230 3449 247
1230 3954 101
1230 7188 52
1230 7398 192
1230 8289 255
1230 9095 11
1230 9207 109
1231 661 291
1231 2648 15
1231 3995 129
1231 7284 38
1233 119 259
1234 4448 160
1234 6266 247
1234 6827 194
1234 7175 150
1235 4719 63
1235 7735 288
1235 8678 116
1235 8698 266
1235 8982 156
1236 2195 117
1236 3329 111
1236 5323 168
1236 6644 241
1236 9413 47
1237 2262 171
1237 9920 19
1238 953 287
1238 3081 14
1238 3313 217
1238 5456 103
1239 1033 273
1239 2259 235
1239 3650 16
1239 5152 30
1239 6239 65
1239 8246 75
1240 3078 85
1240 5087 43
1240 5527 107
1240 7813 74
1241 3157 287
1241 6372 228
1241 8157 215
1242 1575 49
1242 2671 256
1242 4353 68
1242 5687 258
1242 7719 217
1242 9373 20
1243 2345 239
1243 3890 63
1243 4034 68
1243 4845 168
1243 5804 143
1243 7209 203
1243 9295 127
1243 9338 84
1243 9929 14
1244 980 253
1244 1619 166
1244 2549 294
1244 3340 137
1244 7071 167
1245 1903 96
1245 2764 238
1245 4704 53
1245 4773 287
1245 7247 168
1245 7584 223
1245 8275 247
1245 9532 62
1246 1037 130
1246 1564 46
1246 3220 97
1246 8093 19
1247 571 146
1247 925 80
1247 3285 39
1247 3584 148
1247 3784 18
1247 4312 5
1247 5702 207
1247 8606 224
1248 2242 48
1248 2760 113
1248 3149 246
1248 3941 65
1248 4294 123
1248 6652 250
1248 8547 36
1249 1634 166
1249 1976 265
1249 3912 177
1249 4156 10
1249 6709 58
1250 3044 242
1250 3261 80
1250 4092 215
1250 7274 99
1250 8433 168
1251 1273 228
1251 1611 82
1251 2073 147
1251 3536 38
1251 5508 285
1251 6370 20
1251 7887 177
1252 1227 167
1252 1623 24
1252 2434 227
1252 3665 190
1252 3685 186
1252 5947 45
1252 6616 219
1253 3731 89
1253 8531 23
1254 674 8
1254 980 71
1254 3477 132
1254 3719 288
1254 5532 101
1254 7917 165
1254 9007 298
1255 2576 232
1255 2752 151
1255 6247 97
1255 7473 236
1255 8064 210
1255 8251 177
1255 9791 15
1256 1928 15
1256 2454 3
1256 2498 233
1256 7236 183
1256 9093 101
1257 6572 280
1258 3419 245
1258 7678 163
1259 457 3
1259 845 88
1259 2091 255
1260 251 207
1260 1603 192
1260 3558 118
1260 4989 22
1260 5045 78
1260 8030 156
1261 5130 99
1261 6115 107
1261 6762 223
1262 430 129
1262 580 114
1262 1208 126
1262 2135 268
1262 3190 220
1262 4000 224
1262 4139 52
1262 6510 213
1262 7874 2
1262 9389 86
1263 5691 82
1263 6461 246
1263 6959 106
1264 1256 169
1264 3316 189
1264 4132 61
1264 5081 147
1264 5118 178
1265 632 82
1265 850 274
1265 1590 291
1265 2670 277
1265 3472 137
1265 5849 256
1266 1039 186
1266 2826 95
1266 3101 258
1266 3764 23
1266 4735 31
1266 7986 10
1266 8055 243
1267 1749 65
1267 3751 219
1267 7156 93
1267 8227 227
1267 8287 88
1267 8564 44
1267 9185 28
1268 1328 287
1268 1374 52
1268 6282 297
1268 7002 281
1269 1229 56
1269 2570 71
1269 3199 286
1269 6248 137
1269 7110 220
1270 784 138
1270 2372 149
1270 3536 226
1270 3836 14
1270 5686 9
1270 6442 176
1270 6620 289
1270 9683 98
1270 9821 26
1271 943 166
1271 5842 294
1271 9754 3
1272 207 172
1272 486 277
1272 1088 13
1272 1222 65
1272 5620 11
1272 7982 116
1272 9264 220
1273 666 112
1273 2850 114
1273 3430 156
1273 5075 93
1273 6875 222
1273 7723 289
1274 884 229
1274 1522 117
1274 2483 77
1274 3360 41
1274 7077 240
1275 7040 276
1275 9422 189
1276 1506 2
1276 3472 74
1276 4265 75
1276 6909 43
1277 506 107
1277 1067 123
1277 1281 171
1277 1486 217
1277 3576 96
1277 3741 23
1277 4366 260
1277 5496 157
1277 9409 70
1278 1273 190
1278 5960 124
1278 6176 242
1278 7251 175
1279 1895 97
1279 2547 10
1279 4486 0
1279 5950 267
1279 6980 109
1279 7354 265
1279 8008 61
1279 9024 252
1280 829 35
1280 5017 214
1280 5193 121
1280 6301 85
1280 6883 10
1281 1688 209
1281 6077 182
1281 7725 183
1281 7987 220
1282 639 126
1282 5477 171
1282 5616 298
1282 8326 258
1282 8441 12
1282 8823 12
1282 9570 251
1283 141 189
1283 1765 96
1283 3263 165
1283 4516 161
1283 6057 242
1284 961 235
1284 2944 259
1284 3201 169
1284 3267 110
1284 7516 226
1285 2125 31
1285 9827 288
1286 183 37
1286 1851 100
1286 1852 219
1286 2240 51
1286 2362 255
1286 3064 100
1286 3380 145
1286 6090 102
1286 7319 145
1286 7856 107
1287 112 136
1287 586 164
1287 1450 126
1287 2203 37
1287 2441 191
1287 3545 100
1287 6323 120
1287 6684 170
1287 9890 43
1288 85 151
1288 1021 27
1288 2372 36
1288 2450 238
1288 4298 279
1288 6095 138
1289 734 139
1289 2168 90
1289 7152 44
1289 7804 152
1289 8553 191
1290 1241 64
1290 2036 260
1290 2197 271
1290 4349 255
1291 90 160
1291 1518 135
1291 7118 94
1291 8469 140
1292 614 39
1292 670 80
1292 3919 232
1292 5474 11
1292 6834 104
1292 7947 18
1292 9505 27
1293 549 246
1293 979 10
1293 2190 197
1293 4084 209
1293 6752 148
1294 183 83
1294 1329 58
1294 2363 105
1294 2744 87
1294 6414 77
1294 8426 287
1295 7013 246
1295 8095 10
1295 8533 73
1295 9220 249
1296 3300 69
1296 4307 285
1296 4711 149
1296 6600 230
1296 7653 211
1296 8854 220
1297 2244 288
1297 8746 183
1297 8902 44
1297 9294 104
1298 251 128
1298 2232 147
1298 4707 262
1298 7178 288
1299 2726 274
1299 3566 254
1299 3631 144
1299 4890 93
1299 5713 170
1299 6401 248
1300 1768 123
1300 7710 116
1300 9424 264
1301 2444 181
1301 5526 220
1301 6384 28
1301 6829 122
1301 7423 98
1301 7845 86
1302 587 25
1302 3481 167
1302 3559 120
1302 7304 298
1303 229 214
1303 244 98
1303 1192 23
1303 2001 45
1303 3005 239
1303 5334 90
1303 5674 285
1303 6360 239
1304 301 29
1304 863 179
1304 1850 12
1304 2732 154
1304 3163 262
1304 3371 285
1304 4368 296
1304 5371 119
1304 9959 85
1305 626 214
1305 1756 229
1305 3730 132
1306 7066 222
1307 2336 171
1307 5275 278
1307 6305 54
1307 7498 251
1308 2531 255
1308 3587 185
1308 3733 193
1308 9336 121
1308 9821 204
1309 1379 155
1309 2859 3
1309 5279 141
1309 5662 276
1309 5744 93
1310 629 206
1310 940 199
1310 1861 51
1310 4261 92
1310 6122 123
1310 7224 259
1311 1259 221
1311 1922 57
1311 2655 93
1311 3075 231
1311 5778 210
1311 5995 35
1312 814 235
1312 1774 297
1312 4015 132
1312 5379 23
1312 5876 174
1312 6080 199
1312 9580 197
1312 9630 157
